historico;horas_voadas;aernova;numero_db;base;data_voo;origem;destino;passageiro;cargo_passageiro;orgao_passageiro
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP (AD Congonhas);01:12:00;PP-LCE - PÉGASUS 24;0115-2025;DTA;2025-09-03;SAO PAULO;BELO HORIZONTE;Eric da Cruz Gonçalves;Assessor Especial;Secretaria de Estado de Comunicação Social
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP (AD Congonhas);01:12:00;PP-LCE - PÉGASUS 24;0115-2025;DTA;2025-09-03;SAO PAULO;BELO HORIZONTE;Pedro Bruno Barros de Souza;Secretário de Estado;Secretaria de Estado de Infraestrutura e Mobilidade
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP (AD Congonhas);01:12:00;PP-LCE - PÉGASUS 24;0115-2025;DTA;2025-09-03;SAO PAULO;BELO HORIZONTE;Rafael Luiz Rebuiti Passos;Assessor de Imprensa;Secretaria de Estado de Comunicação Social
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP (AD Congonhas);01:12:00;PP-LCE - PÉGASUS 24;0115-2025;DTA;2025-09-03;SAO PAULO;BELO HORIZONTE;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP (AD Congonhas);01:12:00;PP-LCE - PÉGASUS 24;0115-2025;DTA;2025-09-03;SAO PAULO;BELO HORIZONTE;Rogério Greco;Secretário de Estado;Secretaria Estado de Justiça e Segurança Pública
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP (AD Congonhas);01:12:00;PP-LCE - PÉGASUS 24;0115-2025;DTA;2025-09-03;SAO PAULO;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e comitiva até a cidade de São Paulo/SP.;01:12:00;PP-LCE - PÉGASUS 24;0135-2025;DTA;2025-09-22;SAO PAULO;BELO HORIZONTE;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de Minas e comitiva até a cidade de São Paulo/SP.;01:12:00;PP-LCE - PÉGASUS 24;0135-2025;DTA;2025-09-22;SAO PAULO;BELO HORIZONTE;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e comitiva até a cidade de São Paulo/SP.;01:12:00;PP-LCE - PÉGASUS 24;0135-2025;DTA;2025-09-22;SAO PAULO;BELO HORIZONTE;Andreza Gischewski Costa;Assessor Especial;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e comitiva até a cidade de São Paulo/SP.;01:12:00;PP-LCE - PÉGASUS 24;0135-2025;DTA;2025-09-22;SAO PAULO;BELO HORIZONTE;Bernardo Assis Fonseca Santos;Secretário de Estado;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e comitiva até a cidade de São Paulo/SP.;01:12:00;PP-LCE - PÉGASUS 24;0135-2025;DTA;2025-09-22;SAO PAULO;BELO HORIZONTE;Edgard Estevo da Silva;Secretário Adjunto;Secretaria Estado de Justiça e Segurança Pública
Traslado do Exmo. Governador de Minas e comitiva até a cidade de São Paulo/SP.;01:12:00;PP-LCE - PÉGASUS 24;0135-2025;DTA;2025-09-22;SAO PAULO;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e comitiva até a cidade de São Paulo/SP.;01:18:00;PP-LCE - PÉGASUS 24;0147-2025;DTA;2025-10-01;SAO PAULO;BELO HORIZONTE;Aline Brandão Silva;Subsecretária de Cerimonial e Eventos;Secretaria de Estado de Governo
Traslado do Exmo. Governador de Minas e comitiva até a cidade de São Paulo/SP.;01:18:00;PP-LCE - PÉGASUS 24;0147-2025;DTA;2025-10-01;SAO PAULO;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e comitiva até a cidade de São Paulo/SP.;01:18:00;PP-LCE - PÉGASUS 24;0147-2025;DTA;2025-10-01;SAO PAULO;BELO HORIZONTE;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de Minas e comitiva até a cidade de São Paulo/SP.;01:18:00;PP-LCE - PÉGASUS 24;0147-2025;DTA;2025-10-01;SAO PAULO;BELO HORIZONTE;Eric da Cruz Gonçalves;Assessor Especial;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e comitiva até a cidade de São Paulo/SP.;01:18:00;PP-LCE - PÉGASUS 24;0147-2025;DTA;2025-10-01;SAO PAULO;BELO HORIZONTE;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e comitiva até a cidade de São Paulo/SP.;01:18:00;PP-LCE - PÉGASUS 24;0147-2025;DTA;2025-10-01;SAO PAULO;BELO HORIZONTE;Aline Gonçalves Pinheiro;Diretora de Relacionamento com a Imprensa;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e comitiva até a cidade de São Paulo/SP.;01:18:00;PP-LCE - PÉGASUS 24;0147-2025;DTA;2025-10-01;SAO PAULO;BELO HORIZONTE;Dirceu Aurélio Pereira;Fotógrafo;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas Gerais e Comitiva de São Paulo/SP (Guarulhos) para Belo Horizonte.;01:06:00;PP-LCE - PÉGASUS 24;0155-2025;DTA;2025-10-25;SAO PAULO;BELO HORIZONTE;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de Minas Gerais e Comitiva de São Paulo/SP (Guarulhos) para Belo Horizonte.;01:06:00;PP-LCE - PÉGASUS 24;0155-2025;DTA;2025-10-25;SAO PAULO;BELO HORIZONTE;Andreza Gischewski Costa;Assessor Especial;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas Gerais e Comitiva de São Paulo/SP (Guarulhos) para Belo Horizonte.;01:06:00;PP-LCE - PÉGASUS 24;0155-2025;DTA;2025-10-25;SAO PAULO;BELO HORIZONTE;Frederico Papatella Padovani;Secretário Adjunto;Secretaria de Estado da Casa Civil e Relações Institucionais
Traslado do Exmo. Governador de Minas Gerais e Comitiva de São Paulo/SP (Guarulhos) para Belo Horizonte.;01:06:00;PP-LCE - PÉGASUS 24;0155-2025;DTA;2025-10-25;SAO PAULO;BELO HORIZONTE;Rodrigo Santos De Araújo;Diretor de Produção de Conteúdo;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas Gerais e Comitiva de São Paulo/SP (Guarulhos) para Belo Horizonte.;01:06:00;PP-LCE - PÉGASUS 24;0155-2025;DTA;2025-10-25;SAO PAULO;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas Gerais e Comitiva para a cidade de São Paulo/SP.;01:18:00;PP-LCE - PÉGASUS 24;0191-2025;DTA;2025-12-03;SAO PAULO;BELO HORIZONTE;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de Minas Gerais e Comitiva para a cidade de São Paulo/SP.;01:18:00;PP-LCE - PÉGASUS 24;0191-2025;DTA;2025-12-03;SAO PAULO;BELO HORIZONTE;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas Gerais e Comitiva para a cidade de São Paulo/SP.;01:18:00;PP-LCE - PÉGASUS 24;0191-2025;DTA;2025-12-03;SAO PAULO;BELO HORIZONTE;Bernardo Assis Fonseca Santos;Secretário de Estado;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas Gerais e Comitiva para a cidade de São Paulo/SP.;01:18:00;PP-LCE - PÉGASUS 24;0191-2025;DTA;2025-12-03;SAO PAULO;BELO HORIZONTE;Eric da Cruz Gonçalves;Assessor Especial;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas Gerais e Comitiva para a cidade de São Paulo/SP.;01:18:00;PP-LCE - PÉGASUS 24;0191-2025;DTA;2025-12-03;SAO PAULO;BELO HORIZONTE;Rafael Luiz Rebuiti Passos;Assessor de Imprensa;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas Gerais e Comitiva para a cidade de São Paulo/SP.;01:18:00;PP-LCE - PÉGASUS 24;0191-2025;DTA;2025-12-03;SAO PAULO;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP.;01:24:00;PP-EJO - PEGASUS 17;0172-2025;EsAF;2025-12-08;SAO PAULO;BELO HORIZONTE;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP.;01:24:00;PP-EJO - PEGASUS 17;0172-2025;EsAF;2025-12-08;SAO PAULO;BELO HORIZONTE;Andreza Gischewski Costa;Assessor Especial;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP.;01:24:00;PP-EJO - PEGASUS 17;0172-2025;EsAF;2025-12-08;SAO PAULO;BELO HORIZONTE;Bernardo Assis Fonseca Santos;Secretário de Estado;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP.;01:24:00;PP-EJO - PEGASUS 17;0172-2025;EsAF;2025-12-08;SAO PAULO;BELO HORIZONTE;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP.;01:24:00;PP-EJO - PEGASUS 17;0172-2025;EsAF;2025-12-08;SAO PAULO;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e comitiva até a cidade de São Paulo/SP.;01:00:00;PT-MGS - PT-MGS;0042-2025;DTA;2025-08-04;SAO PAULO;BELO HORIZONTE;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de Minas e comitiva até a cidade de São Paulo/SP.;01:00:00;PT-MGS - PT-MGS;0042-2025;DTA;2025-08-04;SAO PAULO;BELO HORIZONTE;Aline Gonçalves Pinheiro;Diretora de Relacionamento com a Imprensa;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e comitiva até a cidade de São Paulo/SP.;01:00:00;PT-MGS - PT-MGS;0042-2025;DTA;2025-08-04;SAO PAULO;BELO HORIZONTE;Bernardo Assis Fonseca Santos;Secretário de Estado;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e comitiva até a cidade de São Paulo/SP.;01:00:00;PT-MGS - PT-MGS;0042-2025;DTA;2025-08-04;SAO PAULO;BELO HORIZONTE;Eric da Cruz Gonçalves;Assessor Especial;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e comitiva até a cidade de São Paulo/SP.;01:00:00;PT-MGS - PT-MGS;0042-2025;DTA;2025-08-04;SAO PAULO;BELO HORIZONTE;Gleisson dos Santos Correia;Redes Sociais;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e comitiva até a cidade de São Paulo/SP.;01:00:00;PT-MGS - PT-MGS;0042-2025;DTA;2025-08-04;SAO PAULO;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas Gerais e Comitiva para as cidades de Brasília/DF e São Paulo/SP.;01:06:00;PP-LCE - PÉGASUS 24;0131-2025;DTA;2025-09-16;SAO PAULO;BELO HORIZONTE;Aluísio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas Gerais e Comitiva para as cidades de Brasília/DF e São Paulo/SP.;01:06:00;PP-LCE - PÉGASUS 24;0131-2025;DTA;2025-09-16;SAO PAULO;BELO HORIZONTE;Andreza Gischewski Costa;Assessor Especial;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas Gerais e Comitiva para as cidades de Brasília/DF e São Paulo/SP.;01:06:00;PP-LCE - PÉGASUS 24;0131-2025;DTA;2025-09-16;SAO PAULO;BELO HORIZONTE;Bernardo Assis Fonseca Santos;Secretário de Estado;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas Gerais e Comitiva para as cidades de Brasília/DF e São Paulo/SP.;01:06:00;PP-LCE - PÉGASUS 24;0131-2025;DTA;2025-09-16;SAO PAULO;BELO HORIZONTE;Daniel Guimarães Medrado de Castro;Subsecretário;Secretaria de Estado de Desenvolvmento Econômico
Traslado do Exmo. Governador de Minas Gerais e Comitiva para as cidades de Brasília/DF e São Paulo/SP.;01:06:00;PP-LCE - PÉGASUS 24;0131-2025;DTA;2025-09-16;SAO PAULO;BELO HORIZONTE;Rafael Luiz Rebuiti Passos;Assessor de Imprensa;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas Gerais e Comitiva para as cidades de Brasília/DF e São Paulo/SP.;01:06:00;PP-LCE - PÉGASUS 24;0131-2025;DTA;2025-09-16;SAO PAULO;BELO HORIZONTE;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de Minas Gerais e Comitiva para as cidades de Brasília/DF e São Paulo/SP.;01:06:00;PP-LCE - PÉGASUS 24;0131-2025;DTA;2025-09-16;SAO PAULO;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e comitiva até a cidade de São Paulo/SP.;01:06:00;PP-LCE - PÉGASUS 24;0133-2025;DTA;2025-09-18;SAO PAULO;BELO HORIZONTE;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e comitiva até a cidade de São Paulo/SP.;01:06:00;PP-LCE - PÉGASUS 24;0133-2025;DTA;2025-09-18;SAO PAULO;BELO HORIZONTE;Andreza Gischewski Costa;Assessor Especial;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e comitiva até a cidade de São Paulo/SP.;01:06:00;PP-LCE - PÉGASUS 24;0133-2025;DTA;2025-09-18;SAO PAULO;BELO HORIZONTE;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de Minas e comitiva até a cidade de São Paulo/SP.;01:06:00;PP-LCE - PÉGASUS 24;0133-2025;DTA;2025-09-18;SAO PAULO;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Itu/SP (via São Roque/SP).;01:12:00;PP-LCE - PÉGASUS 24;0126-2025;DTA;2025-09-13;SAO ROQUE;BELO HORIZONTE;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Itu/SP (via São Roque/SP).;01:12:00;PP-LCE - PÉGASUS 24;0126-2025;DTA;2025-09-13;SAO ROQUE;BELO HORIZONTE;Andreza Gischewski Costa;Assessor Especial;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Itu/SP (via São Roque/SP).;01:12:00;PP-LCE - PÉGASUS 24;0126-2025;DTA;2025-09-13;SAO ROQUE;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e comitiva até a cidade de Conceição do Mato Dentro/ MG;00:45:00;PR-DTG - N3;0064-2025;DTA;2025-07-03;SERRO;BELO HORIZONTE;Andreza Gischewski Costa;Assessor Especial;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e comitiva até a cidade de Conceição do Mato Dentro/ MG;00:45:00;PR-DTG - N3;0064-2025;DTA;2025-07-03;SERRO;BELO HORIZONTE;Pedro Bruno Barros de Souza;Secretário de Estado;Secretaria de Estado de Infraestrutura e Mobilidade
Traslado do Exmo. Governador de Minas e comitiva até a cidade de Conceição do Mato Dentro/ MG;00:45:00;PR-DTG - N3;0064-2025;DTA;2025-07-03;SERRO;BELO HORIZONTE;Rodrigo Rodrigues Tavares;Diretor Geral ;Departamento de Edificações e Estradas de Rodagem
Traslado do Exmo. Governador de Minas e comitiva até a cidade de Conceição do Mato Dentro/ MG;00:45:00;PR-DTG - N3;0064-2025;DTA;2025-07-03;SERRO;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e comitiva até a cidade de Conceição do Mato Dentro/ MG;00:45:00;PR-DTG - N3;0064-2025;DTA;2025-07-03;SERRO;BELO HORIZONTE;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de Minas e comitiva até a cidade de Conceição do Mato Dentro/ MG;00:45:00;PR-DTG - N3;0064-2025;DTA;2025-07-03;SERRO;BELO HORIZONTE;Ana Cristina Sanches Noronha;CEO Anglo American Mineiro de Ferro e Ação de Brasil S/A;Anglo American Mineiro de Ferro e Ação de Ferro Brasil S/A
Traslado do Exmo. Governador do Estado de Minas Gerais e comitiva para a cidade de Teófilo Otoni/MG.;01:18:00;PP-EJO - PEGASUS 17;0176-2025;EsAF;2025-12-15;TEOFILO OTONI;BELO HORIZONTE;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador do Estado de Minas Gerais e comitiva para a cidade de Teófilo Otoni/MG.;01:18:00;PP-EJO - PEGASUS 17;0176-2025;EsAF;2025-12-15;TEOFILO OTONI;BELO HORIZONTE;Ana Carolina Pinto Caram Guimarães;Deputado(a) Estadual;Assembleia Legislativa do Estado de Minas Gerais
Traslado do Exmo. Governador do Estado de Minas Gerais e comitiva para a cidade de Teófilo Otoni/MG.;01:18:00;PP-EJO - PEGASUS 17;0176-2025;EsAF;2025-12-15;TEOFILO OTONI;BELO HORIZONTE;Bernardo Assis Fonseca Santos;Secretário de Estado;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador do Estado de Minas Gerais e comitiva para a cidade de Teófilo Otoni/MG.;01:18:00;PP-EJO - PEGASUS 17;0176-2025;EsAF;2025-12-15;TEOFILO OTONI;BELO HORIZONTE;Bruno Souza Farias;Deputado(a) Federal;Câmara dos Deputados
Traslado do Exmo. Governador do Estado de Minas Gerais e comitiva para a cidade de Teófilo Otoni/MG.;01:18:00;PP-EJO - PEGASUS 17;0176-2025;EsAF;2025-12-15;TEOFILO OTONI;BELO HORIZONTE;Carlos Henrique Alves da Silva;Deputado(a) Estadual;Assembleia Legislativa do Estado de Minas Gerais
Traslado do Exmo. Governador do Estado de Minas Gerais e comitiva para a cidade de Teófilo Otoni/MG.;01:18:00;PP-EJO - PEGASUS 17;0176-2025;EsAF;2025-12-15;TEOFILO OTONI;BELO HORIZONTE;Eric da Cruz Gonçalves;Assessor Especial;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador do Estado de Minas Gerais e comitiva para a cidade de Teófilo Otoni/MG.;01:18:00;PP-EJO - PEGASUS 17;0176-2025;EsAF;2025-12-15;TEOFILO OTONI;BELO HORIZONTE;Gustavo de Vasconcellos Moreira (Gustavo Santana);Deputado(a) Estadual;Assembleia Legislativa do Estado de Minas Gerais
Traslado do Exmo. Governador do Estado de Minas Gerais e comitiva para a cidade de Teófilo Otoni/MG.;01:18:00;PP-EJO - PEGASUS 17;0176-2025;EsAF;2025-12-15;TEOFILO OTONI;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador do Estado de Minas Gerais e comitiva para a cidade de Teófilo Otoni/MG.;01:18:00;PP-EJO - PEGASUS 17;0176-2025;EsAF;2025-12-15;TEOFILO OTONI;BELO HORIZONTE;Rubens Gonçalves de Brito;Deputado(a) Estadual;Assembleia Legislativa do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e comitiva até as cidades de Araxá e Uberlândia.;01:18:00;PT-WGS - PÉGASUS 19;0055-2025;DTA;2025-03-31;UBERLANDIA;BELO HORIZONTE;Aluísio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e comitiva até as cidades de Araxá e Uberlândia.;01:18:00;PT-WGS - PÉGASUS 19;0055-2025;DTA;2025-03-31;UBERLANDIA;BELO HORIZONTE;Andreza Gischewski Costa;Assessor Especial;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e comitiva até as cidades de Araxá e Uberlândia.;00:18:00;PT-WGS - PÉGASUS 19;0055-2025;DTA;2025-03-31;UBERLANDIA;BELO HORIZONTE;Gustavo de Vasconcellos Moreira (Gustavo Santana);Deputado(a) Estadual;Assembleia Legislativa do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e comitiva até as cidades de Araxá e Uberlândia.;01:18:00;PT-WGS - PÉGASUS 19;0055-2025;DTA;2025-03-31;UBERLANDIA;BELO HORIZONTE;Mauricio Jose de Oliveira;Chefe do Estado Maior;Policia Militar do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e comitiva até as cidades de Araxá e Uberlândia.;01:18:00;PT-WGS - PÉGASUS 19;0055-2025;DTA;2025-03-31;UBERLANDIA;BELO HORIZONTE;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de Minas e comitiva até as cidades de Araxá e Uberlândia.;01:18:00;PT-WGS - PÉGASUS 19;0055-2025;DTA;2025-03-31;UBERLANDIA;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Uberlândia/MG;01:06:00;PP-LCE - PÉGASUS 24;0153-2025;DTA;2025-10-06;UBERLANDIA;BELO HORIZONTE;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
