historico;horas_voadas;aernova;numero_db;base;data_voo;origem;destino;passageiro;cargo_passageiro;orgao_passageiro
Traslado do Exmo. Governador de Minas Gerais e comitiva para a cidade de Brasília/DF.;01:30:00;PP-LCE - PÉGASUS 24;0180-2025;DTA;2025-11-21;BELO HORIZONTE;BRASILIA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Brasília/DF.;01:36:00;PP-LCE - PÉGASUS 24;0197-2025;DTA;2025-12-09;BELO HORIZONTE;BRASILIA;Aline Gonçalves Pinheiro;Diretora de Relacionamento com a Imprensa;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Brasília/DF.;01:36:00;PP-LCE - PÉGASUS 24;0197-2025;DTA;2025-12-09;BELO HORIZONTE;BRASILIA;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Brasília/DF.;01:36:00;PP-LCE - PÉGASUS 24;0197-2025;DTA;2025-12-09;BELO HORIZONTE;BRASILIA;Andreza Gischewski Costa;Assessor Especial;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Brasília/DF.;01:36:00;PP-LCE - PÉGASUS 24;0197-2025;DTA;2025-12-09;BELO HORIZONTE;BRASILIA;Bernardo Assis Fonseca Santos;Secretário de Estado;Secretaria de Estado de Comunicação Social
Traslado do Exmo sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Brasília/DF.;01:36:00;PP-LCE - PÉGASUS 24;0197-2025;DTA;2025-12-09;BELO HORIZONTE;BRASILIA;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Brasília/DF.;01:36:00;PP-LCE - PÉGASUS 24;0197-2025;DTA;2025-12-09;BELO HORIZONTE;BRASILIA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Brasília/DF, Uberaba/MG e Araxá/MG;01:36:00;PP-LCE - PÉGASUS 24;0205-2025;DTA;2025-12-19;BELO HORIZONTE;BRASILIA;Arthur Pereira de Mattos Paixão Filho;Procurador - AGE;Advocacia-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Brasília/DF, Uberaba/MG e Araxá/MG;01:36:00;PP-LCE - PÉGASUS 24;0205-2025;DTA;2025-12-19;BELO HORIZONTE;BRASILIA;Eric da Cruz Gonçalves;Assessor Especial;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Brasília/DF, Uberaba/MG e Araxá/MG;01:36:00;PP-LCE - PÉGASUS 24;0205-2025;DTA;2025-12-19;BELO HORIZONTE;BRASILIA;Fábio Murilo Nazar;Advogado-Geral do Estado;Advocacia-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Brasília/DF, Uberaba/MG e Araxá/MG;01:36:00;PP-LCE - PÉGASUS 24;0205-2025;DTA;2025-12-19;BELO HORIZONTE;BRASILIA;Pedro Bruno Barros de Souza;Secretário de Estado;Secretaria de Estado de Infraestrutura e Mobilidade
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Brasília/DF, Uberaba/MG e Araxá/MG;01:36:00;PP-LCE - PÉGASUS 24;0205-2025;DTA;2025-12-19;BELO HORIZONTE;BRASILIA;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Brasília/DF, Uberaba/MG e Araxá/MG;01:36:00;PP-LCE - PÉGASUS 24;0205-2025;DTA;2025-12-19;BELO HORIZONTE;BRASILIA;Renata Ferreira Leles Dias;Presidente;Fundação Hospitalar de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Brasília/DF, Uberaba/MG e Araxá/MG;01:36:00;PP-LCE - PÉGASUS 24;0205-2025;DTA;2025-12-19;BELO HORIZONTE;BRASILIA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de Curitiba/PR;02:06:00;PP-LCE - PÉGASUS 24;0098-2025;DTA;2025-08-19;CURITIBA;BRASILIA;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de Curitiba/PR;02:06:00;PP-LCE - PÉGASUS 24;0098-2025;DTA;2025-08-19;CURITIBA;BRASILIA;Eric da Cruz Gonçalves;Assessor Especial;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de Curitiba/PR;02:06:00;PP-LCE - PÉGASUS 24;0098-2025;DTA;2025-08-19;CURITIBA;BRASILIA;Rafael Luiz Rebuiti Passos;Assessor de Imprensa;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de Curitiba/PR;02:06:00;PP-LCE - PÉGASUS 24;0098-2025;DTA;2025-08-19;CURITIBA;BRASILIA;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de Curitiba/PR;02:06:00;PP-LCE - PÉGASUS 24;0098-2025;DTA;2025-08-19;CURITIBA;BRASILIA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do exmo. Governador de Minas e Comitiva até as cidade de São Paulo/SP e Brasília/DF.;02:00:00;PP-LCE - PÉGASUS 24;0172-2025;DTA;2025-11-11;SAO PAULO;BRASILIA;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do exmo. Governador de Minas e Comitiva até as cidade de São Paulo/SP e Brasília/DF.;02:00:00;PP-LCE - PÉGASUS 24;0172-2025;DTA;2025-11-11;SAO PAULO;BRASILIA;Andreza Gischewski Costa;Assessor Especial;Secretaria-Geral do Estado de Minas Gerais
Traslado do exmo. Governador de Minas e Comitiva até as cidade de São Paulo/SP e Brasília/DF.;02:00:00;PP-LCE - PÉGASUS 24;0172-2025;DTA;2025-11-11;SAO PAULO;BRASILIA;Bernardo Assis Fonseca Santos;Secretário de Estado;Secretaria de Estado de Comunicação Social
Traslado do exmo. Governador de Minas e Comitiva até as cidade de São Paulo/SP e Brasília/DF.;02:00:00;PP-LCE - PÉGASUS 24;0172-2025;DTA;2025-11-11;SAO PAULO;BRASILIA;Gilsian Pelli Leonardi;Fotógrafo;Secretaria-Geral do Estado de Minas Gerais
Traslado do exmo. Governador de Minas e Comitiva até as cidade de São Paulo/SP e Brasília/DF.;02:00:00;PP-LCE - PÉGASUS 24;0172-2025;DTA;2025-11-11;SAO PAULO;BRASILIA;Igor Augusto Tinoco da Silva;Imprensa;Secretaria de Estado de Comunicação Social
Traslado do exmo. Governador de Minas e Comitiva até as cidade de São Paulo/SP e Brasília/DF.;02:00:00;PP-LCE - PÉGASUS 24;0172-2025;DTA;2025-11-11;SAO PAULO;BRASILIA;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do exmo. Governador de Minas e Comitiva até as cidade de São Paulo/SP e Brasília/DF.;02:00:00;PP-LCE - PÉGASUS 24;0172-2025;DTA;2025-11-11;SAO PAULO;BRASILIA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Brumadinho/MG.;00:20:00;PR-DTG - N3;0005-2025;DTA;2025-01-25;BELO HORIZONTE;BRUMADINHO;Eric da Cruz Gonçalves;Assessor Especial;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Brumadinho/MG.;00:20:00;PR-DTG - N3;0005-2025;DTA;2025-01-25;BELO HORIZONTE;BRUMADINHO;Luísa Cardoso Barreto;Secretário de Estado;Secretaria de Estado de Planejamento e Gestão
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Brumadinho/MG.;00:20:00;PR-DTG - N3;0005-2025;DTA;2025-01-25;BELO HORIZONTE;BRUMADINHO;Paulo Roberto Bermudes Rezende;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Brumadinho/MG.;00:20:00;PR-DTG - N3;0005-2025;DTA;2025-01-25;BELO HORIZONTE;BRUMADINHO;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Brumadinho/MG.;00:20:00;PR-DTG - N3;0005-2025;DTA;2025-01-25;BELO HORIZONTE;BRUMADINHO;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e comitiva até a cidade de Campinas/SP;01:12:00;PT-MGS - PT-MGS;0031-2025;DTA;2025-07-03;BELO HORIZONTE;CAMPINAS;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de Minas e comitiva até a cidade de Campinas/SP;01:12:00;PT-MGS - PT-MGS;0031-2025;DTA;2025-07-03;BELO HORIZONTE;CAMPINAS;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e comitiva até a cidade de Campinas/SP;01:12:00;PT-MGS - PT-MGS;0031-2025;DTA;2025-07-03;BELO HORIZONTE;CAMPINAS;Eric da Cruz Gonçalves;Assessor Especial;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e comitiva até a cidade de Campinas/SP;01:12:00;PT-MGS - PT-MGS;0031-2025;DTA;2025-07-03;BELO HORIZONTE;CAMPINAS;Rafael Luiz Rebuiti Passos;Assessor de Imprensa;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e comitiva até a cidade de Campinas/SP;01:12:00;PT-MGS - PT-MGS;0031-2025;DTA;2025-07-03;BELO HORIZONTE;CAMPINAS;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas Gerais e comitiva para as cidades de São Paulo/SP, Campinas/SP e Araxá/MG.;01:18:00;PP-LCE - PÉGASUS 24;0158-2025;DTA;2025-10-30;RIO DE JANEIRO;CAMPINAS;Bernardo Assis Fonseca Santos;Secretário de Estado;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas Gerais e comitiva para as cidades de São Paulo/SP, Campinas/SP e Araxá/MG.;01:18:00;PP-LCE - PÉGASUS 24;0158-2025;DTA;2025-10-30;RIO DE JANEIRO;CAMPINAS;Eric da Cruz Gonçalves;Assessor Especial;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas Gerais e comitiva para as cidades de São Paulo/SP, Campinas/SP e Araxá/MG.;01:18:00;PP-LCE - PÉGASUS 24;0158-2025;DTA;2025-10-30;RIO DE JANEIRO;CAMPINAS;Paulo Vitor Lima de Guimarães Vargas;Redes Sociais;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas Gerais e comitiva para as cidades de São Paulo/SP, Campinas/SP e Araxá/MG.;01:18:00;PP-LCE - PÉGASUS 24;0158-2025;DTA;2025-10-30;RIO DE JANEIRO;CAMPINAS;Rafael Luiz Rebuiti Passos;Assessor de Imprensa;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas Gerais e comitiva para as cidades de São Paulo/SP, Campinas/SP e Araxá/MG.;01:18:00;PP-LCE - PÉGASUS 24;0158-2025;DTA;2025-10-30;RIO DE JANEIRO;CAMPINAS;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de Minas Gerais e comitiva para as cidades de São Paulo/SP, Campinas/SP e Araxá/MG.;01:18:00;PP-LCE - PÉGASUS 24;0158-2025;DTA;2025-10-30;RIO DE JANEIRO;CAMPINAS;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e comitiva até a cidade de Conceição do Mato Dentro/ MG;00:42:00;PR-DTG - N3;0062-2025;DTA;2025-07-03;BELO HORIZONTE;CONCEICAO DO MATO DENTRO;Pedro Bruno Barros de Souza;Secretário de Estado;Secretaria de Estado de Infraestrutura e Mobilidade
Traslado do Exmo. Governador de Minas e comitiva até a cidade de Conceição do Mato Dentro/ MG;00:42:00;PR-DTG - N3;0062-2025;DTA;2025-07-03;BELO HORIZONTE;CONCEICAO DO MATO DENTRO;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de Minas e comitiva até a cidade de Conceição do Mato Dentro/ MG;00:42:00;PR-DTG - N3;0062-2025;DTA;2025-07-03;BELO HORIZONTE;CONCEICAO DO MATO DENTRO;Andreza Gischewski Costa;Assessor Especial;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e comitiva até a cidade de Conceição do Mato Dentro/ MG;00:42:00;PR-DTG - N3;0062-2025;DTA;2025-07-03;BELO HORIZONTE;CONCEICAO DO MATO DENTRO;Gleisson dos Santos Correia;Redes Sociais;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e comitiva até a cidade de Conceição do Mato Dentro/ MG;00:42:00;PR-DTG - N3;0062-2025;DTA;2025-07-03;BELO HORIZONTE;CONCEICAO DO MATO DENTRO;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e comitiva até as cidades de São Paulo/SP e Cuiabá/MT.;02:54:00;PP-LCE - PÉGASUS 24;0183-2025;DTA;2025-11-25;SAO PAULO;CUIABA;Cristiano Pereira Machado;Fotógrafo;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e comitiva até as cidades de São Paulo/SP e Cuiabá/MT.;02:54:00;PP-LCE - PÉGASUS 24;0183-2025;DTA;2025-11-25;SAO PAULO;CUIABA;Eric da Cruz Gonçalves;Assessor Especial;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e comitiva até as cidades de São Paulo/SP e Cuiabá/MT.;02:54:00;PP-LCE - PÉGASUS 24;0183-2025;DTA;2025-11-25;SAO PAULO;CUIABA;Paulo Vitor Lima de Guimarães Vargas;Redes Sociais;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e comitiva até as cidades de São Paulo/SP e Cuiabá/MT.;02:54:00;PP-LCE - PÉGASUS 24;0183-2025;DTA;2025-11-25;SAO PAULO;CUIABA;Rafael Luiz Rebuiti Passos;Assessor de Imprensa;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e comitiva até as cidades de São Paulo/SP e Cuiabá/MT.;02:54:00;PP-LCE - PÉGASUS 24;0183-2025;DTA;2025-11-25;SAO PAULO;CUIABA;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de Minas e comitiva até as cidades de São Paulo/SP e Cuiabá/MT.;02:54:00;PP-LCE - PÉGASUS 24;0183-2025;DTA;2025-11-25;SAO PAULO;CUIABA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Governador de Minas e Comitiva até a cidade de Barretos/SP.;01:12:00;PP-LCE - PÉGASUS 24;0106-2025;DTA;2025-08-23;BARRETOS;CURITIBA;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo Governador de Minas e Comitiva até a cidade de Barretos/SP.;01:12:00;PP-LCE - PÉGASUS 24;0106-2025;DTA;2025-08-23;BARRETOS;CURITIBA;Eric da Cruz Gonçalves;Assessor Especial;Secretaria de Estado de Comunicação Social
Traslado do Exmo Governador de Minas e Comitiva até a cidade de Barretos/SP.;01:12:00;PP-LCE - PÉGASUS 24;0106-2025;DTA;2025-08-23;BARRETOS;CURITIBA;Glauber Pereira Cunha;Cerimonial;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Governador de Minas e Comitiva até a cidade de Barretos/SP.;01:12:00;PP-LCE - PÉGASUS 24;0106-2025;DTA;2025-08-23;BARRETOS;CURITIBA;Rafael Luiz Rebuiti Passos;Assessor de Imprensa;Secretaria de Estado de Comunicação Social
Traslado do Exmo Governador de Minas e Comitiva até a cidade de Barretos/SP.;01:12:00;PP-LCE - PÉGASUS 24;0106-2025;DTA;2025-08-23;BARRETOS;CURITIBA;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo Governador de Minas e Comitiva até a cidade de Barretos/SP.;01:12:00;PP-LCE - PÉGASUS 24;0106-2025;DTA;2025-08-23;BARRETOS;CURITIBA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de Curitiba/PR;01:54:00;PP-LCE - PÉGASUS 24;0097-2025;DTA;2025-08-19;BELO HORIZONTE;CURITIBA;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de Curitiba/PR;01:54:00;PP-LCE - PÉGASUS 24;0097-2025;DTA;2025-08-19;BELO HORIZONTE;CURITIBA;Eric da Cruz Gonçalves;Assessor Especial;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de Curitiba/PR;01:54:00;PP-LCE - PÉGASUS 24;0097-2025;DTA;2025-08-19;BELO HORIZONTE;CURITIBA;Rafael Luiz Rebuiti Passos;Assessor de Imprensa;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de Curitiba/PR;01:54:00;PP-LCE - PÉGASUS 24;0097-2025;DTA;2025-08-19;BELO HORIZONTE;CURITIBA;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de Curitiba/PR;01:54:00;PP-LCE - PÉGASUS 24;0097-2025;DTA;2025-08-19;BELO HORIZONTE;CURITIBA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador do Estado de Minas Gerais e comitiva para aa cidades de Brasília/DF e Curitiba/PR.;02:30:00;PP-LCE - PÉGASUS 24;0090-2025;DTA;2025-08-07;BRASILIA;CURITIBA;Aluísio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador do Estado de Minas Gerais e comitiva para aa cidades de Brasília/DF e Curitiba/PR.;02:30:00;PP-LCE - PÉGASUS 24;0090-2025;DTA;2025-08-07;BRASILIA;CURITIBA;Eric da Cruz Gonçalves;Assessor Especial;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador do Estado de Minas Gerais e comitiva para aa cidades de Brasília/DF e Curitiba/PR.;02:30:00;PP-LCE - PÉGASUS 24;0090-2025;DTA;2025-08-07;BRASILIA;CURITIBA;Rafael Luiz Rebuiti Passos;Assessor de Imprensa;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador do Estado de Minas Gerais e comitiva para aa cidades de Brasília/DF e Curitiba/PR.;02:30:00;PP-LCE - PÉGASUS 24;0090-2025;DTA;2025-08-07;BRASILIA;CURITIBA;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador do Estado de Minas Gerais e comitiva para aa cidades de Brasília/DF e Curitiba/PR.;02:30:00;PP-LCE - PÉGASUS 24;0090-2025;DTA;2025-08-07;BRASILIA;CURITIBA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva até a cidade de Diamantina/MG;00:30:00;PP-LCE - PÉGASUS 24;0123-2025;DTA;2025-09-12;BELO HORIZONTE;DIAMANTINA;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de Minas e Comitiva até a cidade de Diamantina/MG;00:30:00;PP-LCE - PÉGASUS 24;0123-2025;DTA;2025-09-12;BELO HORIZONTE;DIAMANTINA;Andreza Gischewski Costa;Assessor Especial;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva até a cidade de Diamantina/MG;00:30:00;PP-LCE - PÉGASUS 24;0123-2025;DTA;2025-09-12;BELO HORIZONTE;DIAMANTINA;Paulo de Tarso Morais Filho;Procurador-Geral;Ministério Público do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva até a cidade de Diamantina/MG;00:30:00;PP-LCE - PÉGASUS 24;0123-2025;DTA;2025-09-12;BELO HORIZONTE;DIAMANTINA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Brasília/DF e Diamantina/MG.;01:24:00;PP-LCE - PÉGASUS 24;0071-2025;DTA;2025-04-09;BRASILIA;DIAMANTINA;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Brasília/DF e Diamantina/MG.;01:24:00;PP-LCE - PÉGASUS 24;0071-2025;DTA;2025-04-09;BRASILIA;DIAMANTINA;Aluísio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Brasília/DF e Diamantina/MG.;01:24:00;PP-LCE - PÉGASUS 24;0071-2025;DTA;2025-04-09;BRASILIA;DIAMANTINA;Andreza Gischewski Costa;Assessor Especial;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Brasília/DF e Diamantina/MG.;01:24:00;PP-LCE - PÉGASUS 24;0071-2025;DTA;2025-04-09;BRASILIA;DIAMANTINA;Bernardo Assis Fonseca Santos;Secretário de Estado;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Brasília/DF e Diamantina/MG.;01:24:00;PP-LCE - PÉGASUS 24;0071-2025;DTA;2025-04-09;BRASILIA;DIAMANTINA;Rafael Luiz Rebuiti Passos;Assessor de Imprensa;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Brasília/DF e Diamantina/MG.;01:24:00;PP-LCE - PÉGASUS 24;0071-2025;DTA;2025-04-09;BRASILIA;DIAMANTINA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de Curitiba/PR;01:48:00;PP-LCE - PÉGASUS 24;0100-2025;DTA;2025-08-20;SAO PAULO;FOZ DO IGUACU;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de Curitiba/PR;01:48:00;PP-LCE - PÉGASUS 24;0100-2025;DTA;2025-08-20;SAO PAULO;FOZ DO IGUACU;Eric da Cruz Gonçalves;Assessor Especial;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de Curitiba/PR;01:48:00;PP-LCE - PÉGASUS 24;0100-2025;DTA;2025-08-20;SAO PAULO;FOZ DO IGUACU;Rafael Luiz Rebuiti Passos;Assessor de Imprensa;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de Curitiba/PR;01:48:00;PP-LCE - PÉGASUS 24;0100-2025;DTA;2025-08-20;SAO PAULO;FOZ DO IGUACU;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de Curitiba/PR;01:48:00;PP-LCE - PÉGASUS 24;0100-2025;DTA;2025-08-20;SAO PAULO;FOZ DO IGUACU;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Rio de Janeiro/RJ, Frutal/MG, Franca/SP e Ribeirão Preto/SP.;00:48:00;PR-XAA - PEGASUS 23;0076-2025;DTA;2025-08-01;FRUTAL;FRANCA;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Rio de Janeiro/RJ, Frutal/MG, Franca/SP e Ribeirão Preto/SP.;00:48:00;PR-XAA - PEGASUS 23;0076-2025;DTA;2025-08-01;FRUTAL;FRANCA;Aluísio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Rio de Janeiro/RJ, Frutal/MG, Franca/SP e Ribeirão Preto/SP.;00:48:00;PR-XAA - PEGASUS 23;0076-2025;DTA;2025-08-01;FRUTAL;FRANCA;Andreza Gischewski Costa;Assessor Especial;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Rio de Janeiro/RJ, Frutal/MG, Franca/SP e Ribeirão Preto/SP.;00:48:00;PR-XAA - PEGASUS 23;0076-2025;DTA;2025-08-01;FRUTAL;FRANCA;Bernardo Assis Fonseca Santos;Secretário de Estado;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Rio de Janeiro/RJ, Frutal/MG, Franca/SP e Ribeirão Preto/SP.;00:48:00;PR-XAA - PEGASUS 23;0076-2025;DTA;2025-08-01;FRUTAL;FRANCA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva até as cidades de Goiânia/GO e Araçuaí/MG;01:24:00;PP-LCE - PÉGASUS 24;0116-2025;DTA;2025-09-04;BELO HORIZONTE;GOIANIA;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e Comitiva até as cidades de Goiânia/GO e Araçuaí/MG;01:24:00;PP-LCE - PÉGASUS 24;0116-2025;DTA;2025-09-04;BELO HORIZONTE;GOIANIA;Andreza Gischewski Costa;Assessor Especial;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva até as cidades de Goiânia/GO e Araçuaí/MG;01:24:00;PP-LCE - PÉGASUS 24;0116-2025;DTA;2025-09-04;BELO HORIZONTE;GOIANIA;Igor Augusto Tinoco da Silva;Imprensa;Secretaria de Estado de Comunicação Social
