Histórico;Solicitante;Órgão;Despacho;Horas Voadas;Aeronave;Número DB;Base;Data;Órgãos;Origem;Destino;Nome;Cargo/Função;Órgão
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Brasília/DF e Diamantina/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:24:00;PP-LCE - PÉGASUS 24;0071-2025;DTA;09/04/2025;Secretaria-Geral;BRASILIA;DIAMANTINA;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Brasília/DF e Diamantina/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:24:00;PP-LCE - PÉGASUS 24;0071-2025;DTA;09/04/2025;Secretaria-Geral;BRASILIA;DIAMANTINA;Aluísio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Brasília/DF e Diamantina/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:24:00;PP-LCE - PÉGASUS 24;0071-2025;DTA;09/04/2025;Secretaria-Geral;BRASILIA;DIAMANTINA;Andreza Gischewski Costa;Assessor Especial;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Brasília/DF e Diamantina/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:24:00;PP-LCE - PÉGASUS 24;0071-2025;DTA;09/04/2025;Secretaria-Geral;BRASILIA;DIAMANTINA;Bernardo Assis Fonseca Santos;Secretário de Estado;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Brasília/DF e Diamantina/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:24:00;PP-LCE - PÉGASUS 24;0071-2025;DTA;09/04/2025;Secretaria-Geral;BRASILIA;DIAMANTINA;Rafael Luiz Rebuiti Passos;Assessor de Imprensa;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Brasília/DF e Diamantina/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:24:00;PP-LCE - PÉGASUS 24;0071-2025;DTA;09/04/2025;Secretaria-Geral;BRASILIA;DIAMANTINA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de Curitiba/PR;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:48:00;PP-LCE - PÉGASUS 24;0100-2025;DTA;20/08/2025;Secretaria-Geral;SAO PAULO;FOZ DO IGUACU;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de Curitiba/PR;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:48:00;PP-LCE - PÉGASUS 24;0100-2025;DTA;20/08/2025;Secretaria-Geral;SAO PAULO;FOZ DO IGUACU;Eric da Cruz Gonçalves;Assessor Especial;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de Curitiba/PR;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:48:00;PP-LCE - PÉGASUS 24;0100-2025;DTA;20/08/2025;Secretaria-Geral;SAO PAULO;FOZ DO IGUACU;Rafael Luiz Rebuiti Passos;Assessor de Imprensa;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de Curitiba/PR;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:48:00;PP-LCE - PÉGASUS 24;0100-2025;DTA;20/08/2025;Secretaria-Geral;SAO PAULO;FOZ DO IGUACU;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de Curitiba/PR;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:48:00;PP-LCE - PÉGASUS 24;0100-2025;DTA;20/08/2025;Secretaria-Geral;SAO PAULO;FOZ DO IGUACU;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Rio de Janeiro/RJ, Frutal/MG, Franca/SP e Ribeirão Preto/SP.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:48:00;PR-XAA - PEGASUS 23;0076-2025;DTA;01/08/2025;Secretaria-Geral;FRUTAL;FRANCA;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Rio de Janeiro/RJ, Frutal/MG, Franca/SP e Ribeirão Preto/SP.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:48:00;PR-XAA - PEGASUS 23;0076-2025;DTA;01/08/2025;Secretaria-Geral;FRUTAL;FRANCA;Aluísio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Rio de Janeiro/RJ, Frutal/MG, Franca/SP e Ribeirão Preto/SP.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:48:00;PR-XAA - PEGASUS 23;0076-2025;DTA;01/08/2025;Secretaria-Geral;FRUTAL;FRANCA;Andreza Gischewski Costa;Assessor Especial;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Rio de Janeiro/RJ, Frutal/MG, Franca/SP e Ribeirão Preto/SP.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:48:00;PR-XAA - PEGASUS 23;0076-2025;DTA;01/08/2025;Secretaria-Geral;FRUTAL;FRANCA;Bernardo Assis Fonseca Santos;Secretário de Estado;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Rio de Janeiro/RJ, Frutal/MG, Franca/SP e Ribeirão Preto/SP.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:48:00;PR-XAA - PEGASUS 23;0076-2025;DTA;01/08/2025;Secretaria-Geral;FRUTAL;FRANCA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva até as cidades de Goiânia/GO e Araçuaí/MG;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:24:00;PP-LCE - PÉGASUS 24;0116-2025;DTA;04/09/2025;Secretaria-Geral;BELO HORIZONTE;GOIANIA;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e Comitiva até as cidades de Goiânia/GO e Araçuaí/MG;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:24:00;PP-LCE - PÉGASUS 24;0116-2025;DTA;04/09/2025;Secretaria-Geral;BELO HORIZONTE;GOIANIA;Andreza Gischewski Costa;Assessor Especial;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva até as cidades de Goiânia/GO e Araçuaí/MG;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:24:00;PP-LCE - PÉGASUS 24;0116-2025;DTA;04/09/2025;Secretaria-Geral;BELO HORIZONTE;GOIANIA;Igor Augusto Tinoco da Silva;Imprensa;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e Comitiva até as cidades de Goiânia/GO e Araçuaí/MG;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:24:00;PP-LCE - PÉGASUS 24;0116-2025;DTA;04/09/2025;Secretaria-Geral;BELO HORIZONTE;GOIANIA;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de Minas e Comitiva até as cidades de Goiânia/GO e Araçuaí/MG;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:24:00;PP-LCE - PÉGASUS 24;0116-2025;DTA;04/09/2025;Secretaria-Geral;BELO HORIZONTE;GOIANIA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva até as cidades de Goiânia/GO e Araçuaí/MG;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:24:00;PP-LCE - PÉGASUS 24;0116-2025;DTA;04/09/2025;Secretaria-Geral;BELO HORIZONTE;GOIANIA;Thales Almeida Pereira Fernandes;Secretário de Estado;Secretaria de Estado de Pecuária e Abastecimento
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Juiz de Fora/MG,  Guaxupé/MG e Passos/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:54:00;PP-LCE - PÉGASUS 24;0010-2025;DTA;22/01/2025;Secretaria-Geral;JUIZ DE FORA;GUAXUPE;Andreza Gischewski Costa;Assessor Especial;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Juiz de Fora/MG,  Guaxupé/MG e Passos/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:54:00;PP-LCE - PÉGASUS 24;0010-2025;DTA;22/01/2025;Secretaria-Geral;JUIZ DE FORA;GUAXUPE;Filipe Natanael Correa Cardoso;Assessor de Redes Sociais;Secretaria de Estado de Comunicação Social
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Juiz de Fora/MG,  Guaxupé/MG e Passos/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:54:00;PP-LCE - PÉGASUS 24;0010-2025;DTA;22/01/2025;Secretaria-Geral;JUIZ DE FORA;GUAXUPE;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Juiz de Fora/MG,  Guaxupé/MG e Passos/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:54:00;PP-LCE - PÉGASUS 24;0010-2025;DTA;22/01/2025;Secretaria-Geral;JUIZ DE FORA;GUAXUPE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Juiz de Fora/MG,  Guaxupé/MG e Passos/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:54:00;PP-LCE - PÉGASUS 24;0010-2025;DTA;22/01/2025;Secretaria-Geral;JUIZ DE FORA;GUAXUPE;Thales Almeida Pereira Fernandes;Secretário de Estado;Secretaria de Estado de Pecuária e Abastecimento
Traslado do Exmo. Governador de Minas e Comitiva até a cidade de Ipatinga/MG;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:36:00;PP-LCE - PÉGASUS 24;0003-2025;DTA;13/01/2025;Secretaria-Geral;BELO HORIZONTE;IPATINGA;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de Minas e Comitiva até a cidade de Ipatinga/MG;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:36:00;PP-LCE - PÉGASUS 24;0003-2025;DTA;13/01/2025;Secretaria-Geral;BELO HORIZONTE;IPATINGA;Aline Gonçalves Ribeiro;Diretora de Relacionamento com a Imprensa;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva até a cidade de Ipatinga/MG;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:36:00;PP-LCE - PÉGASUS 24;0003-2025;DTA;13/01/2025;Secretaria-Geral;BELO HORIZONTE;IPATINGA;Andreza Gischewski Costa;Assessor Especial;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva até a cidade de Ipatinga/MG;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:36:00;PP-LCE - PÉGASUS 24;0003-2025;DTA;13/01/2025;Secretaria-Geral;BELO HORIZONTE;IPATINGA;Gabriel Vargas de Souza;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e Comitiva até a cidade de Ipatinga/MG;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:36:00;PP-LCE - PÉGASUS 24;0003-2025;DTA;13/01/2025;Secretaria-Geral;BELO HORIZONTE;IPATINGA;Rafael Martins de Souza;Deputado(a) Estadual;Assembleia Legislativa do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva até a cidade de Ipatinga/MG;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:36:00;PP-LCE - PÉGASUS 24;0003-2025;DTA;13/01/2025;Secretaria-Geral;BELO HORIZONTE;IPATINGA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado de comitiva composta por Parlamentares (deputados) e Secretários de Governo de Minas Gerais para a cidade de Ipatinga/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:36:00;PP-LCE - PÉGASUS 24;0021-2025;DTA;06/02/2025;Secretaria-Geral;BELO HORIZONTE;IPATINGA;Andreza Gischewski Costa;Assessor Especial;Secretaria-Geral do Estado de Minas Gerais
Traslado de comitiva composta por Parlamentares (deputados) e Secretários de Governo de Minas Gerais para a cidade de Ipatinga/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:36:00;PP-LCE - PÉGASUS 24;0021-2025;DTA;06/02/2025;Secretaria-Geral;BELO HORIZONTE;IPATINGA;Pedro Bruno Barros de Souza;Secretário de Estado;Secretaria de Estado de Infraestrutura e Mobilidade
Traslado de comitiva composta por Parlamentares (deputados) e Secretários de Governo de Minas Gerais para a cidade de Ipatinga/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:36:00;PP-LCE - PÉGASUS 24;0021-2025;DTA;06/02/2025;Secretaria-Geral;BELO HORIZONTE;IPATINGA;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado de comitiva composta por Parlamentares (deputados) e Secretários de Governo de Minas Gerais para a cidade de Ipatinga/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:36:00;PP-LCE - PÉGASUS 24;0021-2025;DTA;06/02/2025;Secretaria-Geral;BELO HORIZONTE;IPATINGA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva para as cidades de Ipatinga, Governador Valadares e Araxá/MG;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:42:00;PP-LCE - PÉGASUS 24;0174-2025;DTA;13/11/2025;Secretaria-Geral;BELO HORIZONTE;IPATINGA;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de Minas e Comitiva para as cidades de Ipatinga, Governador Valadares e Araxá/MG;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:42:00;PP-LCE - PÉGASUS 24;0174-2025;DTA;13/11/2025;Secretaria-Geral;BELO HORIZONTE;IPATINGA;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e Comitiva para as cidades de Ipatinga, Governador Valadares e Araxá/MG;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:42:00;PP-LCE - PÉGASUS 24;0174-2025;DTA;13/11/2025;Secretaria-Geral;BELO HORIZONTE;IPATINGA;Eric da Cruz Gonçalves;Assessor Especial;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e Comitiva para as cidades de Ipatinga, Governador Valadares e Araxá/MG;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:42:00;PP-LCE - PÉGASUS 24;0174-2025;DTA;13/11/2025;Secretaria-Geral;BELO HORIZONTE;IPATINGA;Lucas Pinto Simões;Imprensa;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e Comitiva para as cidades de Ipatinga, Governador Valadares e Araxá/MG;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:42:00;PP-LCE - PÉGASUS 24;0174-2025;DTA;13/11/2025;Secretaria-Geral;BELO HORIZONTE;IPATINGA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo sr. Governador do Estado de Minas Gerais e comitiva para as cidades de São Paulo/SP (Congonhas),  Ipatinga/MG e Governador Valadares/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:24:00;PP-LCE - PÉGASUS 24;0052-2025;DTA;20/03/2025;Secretaria-Geral;SAO PAULO;IPATINGA;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo sr. Governador do Estado de Minas Gerais e comitiva para as cidades de São Paulo/SP (Congonhas),  Ipatinga/MG e Governador Valadares/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:24:00;PP-LCE - PÉGASUS 24;0052-2025;DTA;20/03/2025;Secretaria-Geral;SAO PAULO;IPATINGA;Aluísio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo sr. Governador do Estado de Minas Gerais e comitiva para as cidades de São Paulo/SP (Congonhas),  Ipatinga/MG e Governador Valadares/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:24:00;PP-LCE - PÉGASUS 24;0052-2025;DTA;20/03/2025;Secretaria-Geral;SAO PAULO;IPATINGA;Eric da Cruz Gonçalves;Assessor Especial;Secretaria de Estado de Comunicação Social
Traslado do Exmo sr. Governador do Estado de Minas Gerais e comitiva para as cidades de São Paulo/SP (Congonhas),  Ipatinga/MG e Governador Valadares/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:24:00;PP-LCE - PÉGASUS 24;0052-2025;DTA;20/03/2025;Secretaria-Geral;SAO PAULO;IPATINGA;Rafael Luiz Rebuiti Passos;Assessor de Imprensa;Secretaria de Estado de Comunicação Social
Traslado do Exmo sr. Governador do Estado de Minas Gerais e comitiva para as cidades de São Paulo/SP (Congonhas),  Ipatinga/MG e Governador Valadares/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:24:00;PP-LCE - PÉGASUS 24;0052-2025;DTA;20/03/2025;Secretaria-Geral;SAO PAULO;IPATINGA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva até a Cidade de João Pinheiro/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:54:00;PP-LCE - PÉGASUS 24;0049-2025;DTA;07/03/2025;Secretaria-Geral;BELO HORIZONTE;JOAO PINHEIRO;Carlos Frederico Otoni Garcia;Comandante Geral;Policia Militar do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva até a Cidade de João Pinheiro/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:54:00;PP-LCE - PÉGASUS 24;0049-2025;DTA;07/03/2025;Secretaria-Geral;BELO HORIZONTE;JOAO PINHEIRO;Eric da Cruz Gonçalves;Assessor Especial;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e Comitiva até a Cidade de João Pinheiro/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:54:00;PP-LCE - PÉGASUS 24;0049-2025;DTA;07/03/2025;Secretaria-Geral;BELO HORIZONTE;JOAO PINHEIRO;Filipe Natanael Correa Cardoso;Assessor de Redes Sociais;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e Comitiva até a Cidade de João Pinheiro/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:54:00;PP-LCE - PÉGASUS 24;0049-2025;DTA;07/03/2025;Secretaria-Geral;BELO HORIZONTE;JOAO PINHEIRO;Jéssica Lorrayne Leocadio;Chefe da Secretaria Executiva;Secretaria de Estado de Governo
Traslado do Exmo. Governador de Minas e Comitiva até a Cidade de João Pinheiro/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:54:00;PP-LCE - PÉGASUS 24;0049-2025;DTA;07/03/2025;Secretaria-Geral;BELO HORIZONTE;JOAO PINHEIRO;Paulo Roberto Bermudes Rezende;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de Minas e Comitiva até a Cidade de João Pinheiro/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:54:00;PP-LCE - PÉGASUS 24;0049-2025;DTA;07/03/2025;Secretaria-Geral;BELO HORIZONTE;JOAO PINHEIRO;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de Minas e Comitiva até a Cidade de João Pinheiro/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:54:00;PP-LCE - PÉGASUS 24;0049-2025;DTA;07/03/2025;Secretaria-Geral;BELO HORIZONTE;JOAO PINHEIRO;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Juiz de Fora/MG,  Guaxupé/MG e Passos/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:48:00;PP-LCE - PÉGASUS 24;0009-2025;DTA;22/01/2025;Secretaria-Geral;BELO HORIZONTE;JUIZ DE FORA;Andreza Gischewski Costa;Assessor Especial;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Juiz de Fora/MG,  Guaxupé/MG e Passos/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:48:00;PP-LCE - PÉGASUS 24;0009-2025;DTA;22/01/2025;Secretaria-Geral;BELO HORIZONTE;JUIZ DE FORA;Filipe Natanael Correa Cardoso;Assessor de Redes Sociais;Secretaria de Estado de Comunicação Social
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Juiz de Fora/MG,  Guaxupé/MG e Passos/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:48:00;PP-LCE - PÉGASUS 24;0009-2025;DTA;22/01/2025;Secretaria-Geral;BELO HORIZONTE;JUIZ DE FORA;Gilsian Pelli Leonardi;Fotógrafo;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Juiz de Fora/MG,  Guaxupé/MG e Passos/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:48:00;PP-LCE - PÉGASUS 24;0009-2025;DTA;22/01/2025;Secretaria-Geral;BELO HORIZONTE;JUIZ DE FORA;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Juiz de Fora/MG,  Guaxupé/MG e Passos/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:48:00;PP-LCE - PÉGASUS 24;0009-2025;DTA;22/01/2025;Secretaria-Geral;BELO HORIZONTE;JUIZ DE FORA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Juiz de Fora/MG,  Guaxupé/MG e Passos/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:48:00;PP-LCE - PÉGASUS 24;0009-2025;DTA;22/01/2025;Secretaria-Geral;BELO HORIZONTE;JUIZ DE FORA;Thales Almeida Pereira Fernandes;Secretário de Estado;Secretaria de Estado de Pecuária e Abastecimento
Traslado do Exmos. Governador e Vice-Governador de Minas Gerais e comitiva de Montes Claros até a cidade de Manga/MG;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:06:00;PP-EJL - PEGASUS 09;0200-2025;DTA;21/08/2025;Secretaria-Geral;MONTES CLAROS;MANGA;Arlen de Paulo Santiago Filho;Deputado(a) Estadual;Assembleia Legislativa do Estado de Minas Gerais
Traslado do Exmos. Governador e Vice-Governador de Minas Gerais e comitiva de Montes Claros até a cidade de Manga/MG;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:06:00;PP-EJL - PEGASUS 09;0200-2025;DTA;21/08/2025;Secretaria-Geral;MONTES CLAROS;MANGA;Gilberto Wagner Martins Pereira Antunes (Gil Pereira);Deputado(a) Estadual;Assembleia Legislativa do Estado de Minas Gerais
Traslado do Exmos. Governador e Vice-Governador de Minas Gerais e comitiva de Montes Claros até a cidade de Manga/MG;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:06:00;PP-EJL - PEGASUS 09;0200-2025;DTA;21/08/2025;Secretaria-Geral;MONTES CLAROS;MANGA;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmos. Governador e Vice-Governador de Minas Gerais e comitiva de Montes Claros até a cidade de Manga/MG;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:06:00;PP-EJL - PEGASUS 09;0200-2025;DTA;21/08/2025;Secretaria-Geral;MONTES CLAROS;MANGA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas Gerais e comitiva para a cidade de Mariana/MG;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:30:00;PR-DTG - N3;0071-2025;DTA;16/07/2025;Secretaria-Geral;BELO HORIZONTE;MARIANA;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de Minas Gerais e comitiva para a cidade de Mariana/MG;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:30:00;PR-DTG - N3;0071-2025;DTA;16/07/2025;Secretaria-Geral;BELO HORIZONTE;MARIANA;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
